game_id,episode,act,rank,date,agent,map,outcome,round_wins,round_losses,kills,deaths,assists,kdr,avg_dmg_delta,headshot_pct,avg_dmg,acs,num_frag,role
1863,8,2,Silver 3,6/8/2024,Killjoy,Icebox,Loss,1,7,16,16,10,1.0,33,72,144,269,2,Sentinel
1985,9,2,Ascendant 1,8/17/2024,Omen,Pearl,Draw,11,11,0,15,4,0.0,29,28,234,202,10,Controller
1755,7,3,Gold 1,03/15/2026,Brimstone,Lotus,Draw,1,1,14,16,9,0.875,16,26,182,26,2,Controller
1382,7,2,Ascendant 2,11/14/2023,Cypher,Lotus,Loss,0,3,16,4,5,4.0,-35,1,160,99,2,Sentinel
1893,7,2,Diamond 3,7/22/2024,Brimstone,Breeze,Loss,3,5,10,0,2,10.0,-12,74,228,15,5,Controller
1922,7,2,Ascendant 1,8/23/2023,Breach,Ascent,Win,13,10,7,0,4,7.0,-24,73,197,210,2,Initiator
1583,7,2,Gold 2,03/14/2026,Brimstone,Abyss,Win,13,7,12,16,5,0.75,0,82,76,30,5,Controller
1479,8,1,Platinum 3,7/14/2023,Brimstone,Pearl,Win,9,4,2,18,6,0.1111111111111111,-12,7,152,93,7,Controller
1788,9,2,Silver 2,7/8/2024,Brimstone,Sunset,Win,6,1,4,5,1,0.8,2,56,107,238,3,Controller
1349,7,1,Ascendant 1,02/18/2026,Breach,Haven,Loss,2,11,7,8,9,0.875,5,57,174,67,6,Initiator
1566,7,3,Ascendant 2,5/22/2023,Omen,Split,Win,10,7,12,16,4,0.75,-21,58,170,259,1,Controller
1212,8,1,Placement,7/31/2023,Astra,Fracture,Win,10,6,7,9,4,0.7777777777777778,6,61,120,289,8,Controller
1106,8,2,Gold 2,10/5/2024,Cypher,Bind,Loss,8,14,18,15,9,1.2,-11,3,98,132,0,Sentinel
1539,7,2,Diamond 2,03/06/2026,Cypher,Bind,Draw,1,1,16,20,3,0.8,-28,22,11,233,1,Sentinel
1520,7,2,Ascendant 1,5/22/2023,Brimstone,Lotus,Win,14,7,1,17,5,0.058823529411764705,-6,96,150,148,0,Controller
1216,9,3,Ascendant 2,8/23/2023,Cypher,Icebox,Loss,9,12,5,9,5,0.5555555555555556,-47,32,216,19,4,Sentinel
1524,8,2,Platinum 1,8/3/2024,Killjoy,Split,Loss,6,12,20,18,8,1.1111111111111112,43,80,74,276,3,Sentinel
1050,7,2,Gold 1,6/6/2023,Fade,Haven,Loss,8,11,6,16,6,0.375,23,16,186,132,1,Initiator
1364,8,2,Silver 2,7/24/2024,Breach,Split,Draw,8,8,20,1,7,20.0,-18,16,39,216,2,Initiator
1691,8,3,Platinum 2,6/5/2024,Vyse,Icebox,Win,10,7,0,16,9,0.0,-17,20,198,65,7,Sentinel
1182,7,3,Ascendant 1,6/6/2023,Breach,Abyss,Loss,0,3,16,14,3,1.1428571428571428,-1,60,103,220,3,Initiator
1037,9,3,Gold 3,1/3/2024,Astra,Breeze,Win,15,12,2,3,10,0.6666666666666666,20,37,84,218,8,Controller
1210,6,3,Gold 1,1/19/2024,Viper,Bind,Draw,11,11,17,5,9,3.4,-22,84,73,103,5,Controller
1949,6,2,Silver 3,5/20/2023,Cypher,Ascent,Win,9,7,8,8,6,1.0,13,97,247,147,4,Sentinel
1198,6,2,Gold 2,9/18/2024,Breach,Breeze,Loss,7,15,8,10,0,0.8,21,83,31,287,4,Initiator
1253,8,1,Platinum 3,9/2/2024,Vyse,Fracture,Draw,2,2,19,9,10,2.111111111111111,-42,9,92,256,4,Sentinel
1778,9,3,Diamond 1,6/25/2024,Phoenix,Split,Win,6,2,9,8,6,1.125,-47,92,228,99,3,Duelist
1891,6,3,Diamond 3,5/29/2023,Cypher,Lotus,Loss,2,6,14,14,1,1.0,-46,4,163,236,0,Sentinel
1497,8,3,Ascendant 1,3/16/2024,Cypher,Ascent,Loss,4,11,13,17,4,0.7647058823529411,6,45,204,191,7,Sentinel
1801,8,1,Gold 3,2/16/2024,Omen,Icebox,Win,11,5,11,10,8,1.1,-31,18,118,129,7,Controller
1947,6,2,Ascendant 1,6/25/2023,Cypher,Sunset,Draw,14,14,1,1,3,1.0,33,89,25,196,3,Sentinel
1391,7,3,Gold 1,6/8/2024,Brimstone,Ascent,Loss,2,12,19,5,5,3.8,-39,86,38,93,4,Controller
1857,9,1,Gold 3,4/21/2023,Cypher,Icebox,Win,12,9,6,15,8,0.4,-48,74,138,142,10,Sentinel
1536,9,2,Ascendant 1,5/28/2023,Brimstone,Bind,Win,10,3,10,3,8,3.3333333333333335,50,67,203,220,6,Controller
1786,6,1,Ascendant 1,8/31/2023,Cypher,Pearl,Loss,3,13,13,15,4,0.8666666666666667,23,12,226,51,6,Sentinel
1967,8,1,Ascendant 2,5/30/2023,Phoenix,Breeze,Win,13,7,18,20,4,0.9,-31,1,127,160,9,Duelist
1891,7,3,Gold 3,02/22/2026,Brimstone,Split,Win,10,3,3,15,8,0.2,35,87,7,58,7,Controller
1746,8,3,Ascendant 1,6/12/2023,Fade,Breeze,Loss,7,12,14,6,10,2.3333333333333335,-12,7,116,224,0,Initiator
1057,8,3,Diamond 1,02/16/2026,Brimstone,Breeze,Win,14,8,8,11,5,0.7272727272727273,-48,59,249,226,8,Controller
1214,9,3,Ascendant 2,03/06/2026,Phoenix,Sunset,Loss,2,10,12,15,9,0.8,-2,99,221,175,0,Duelist
1812,6,1,Diamond 2,7/24/2024,Omen,Ascent,Win,14,12,17,22,4,0.7727272727272727,-21,85,115,261,3,Controller
1661,8,2,Ascendant 1,5/4/2023,Cypher,Pearl,Loss,4,10,9,18,9,0.5,-43,69,139,9,9,Sentinel
1777,7,2,Ascendant 2,11/4/2023,Astra,Icebox,Win,8,5,9,5,10,1.8,18,91,50,37,2,Controller
1740,6,2,Diamond 2,11/11/2024,Brimstone,Breeze,Loss,6,8,5,7,10,0.7142857142857143,17,77,13,266,7,Controller
1010,7,1,Platinum 1,3/11/2024,Omen,Sunset,Win,15,3,10,13,5,0.7692307692307693,38,1,206,68,9,Controller
1495,6,2,Diamond 2,5/30/2023,Fade,Breeze,Loss,2,12,17,14,6,1.2142857142857142,-25,80,133,100,3,Initiator
1125,9,2,Platinum 1,5/4/2023,Viper,Lotus,Win,7,3,6,13,10,0.46153846153846156,-30,52,73,216,4,Controller
1820,7,3,Platinum 1,03/04/2026,KAY/O,Sunset,Draw,14,14,4,15,5,0.26666666666666666,-48,50,68,147,9,Initiator
